DWA ID,DWA Title,FSHC_Rating
4.A.2.a.2.I01.D03,Verify customer credit information.,2
4.A.2.a.2.I01.D04,Review accuracy of sales or other transactions.,2
4.A.2.a.2.I01.D05,Verify accuracy of financial information.,2
4.A.2.a.2.I01.D06,Evaluate data quality.,2
4.A.2.a.2.I01.D07,Verify accuracy of data.,2
4.A.2.a.2.I01.D08,Check data for recording errors.,2
4.A.2.a.2.I01.D09,Verify accuracy of financial or transactional data.,2
4.A.2.a.2.I01.D10,Verify mathematical calculations.,1
4.A.2.a.2.I01.D11,Check quality of diagnostic images.,2
4.A.2.a.2.I02.D01,Sort mail.,1
4.A.2.a.2.I02.D02,Sort materials or objects for processing or transport.,2
4.A.2.a.2.I02.D03,Sort recyclable materials.,1
4.A.2.a.2.I02.D04,Sort forestry or agricultural materials.,1
4.A.2.a.2.I02.D05,"Sort materials or products for processing, storing, shipping, or grading.",2
4.A.2.a.2.I02.D06,Sort materials or products.,1
4.A.2.a.2.I03.D01,Compile operational data.,2
4.A.2.a.2.I03.D02,Compile technical information or documentation.,2
4.A.2.a.2.I03.D03,Compile data or documentation.,2
4.A.2.a.2.I03.D04,Compile specialized bibliographies or lists of materials.,2
4.A.2.a.2.I03.D05,Compile environmental or climatological data.,2
4.A.2.a.2.I03.D06,Compile geographic or related data.,2
4.A.2.a.2.I04.D01,Reconcile records of sales or other financial transactions.,2
4.A.2.a.2.I04.D02,Balance receipts.,2
4.A.2.a.2.I04.D03,Prepare cash for deposit or disbursement.,2
4.A.2.a.2.I05.D01,Examine personal documentation to ensure that it is valid.,2
4.A.2.a.2.I05.D02,Verify employee information.,2
4.A.2.a.2.I05.D03,Verify application data to determine program eligibility.,2
4.A.2.a.2.I05.D04,Verify accuracy of patient information.,2
4.A.2.a.2.I05.D05,Verify patron or staff credentials.,2
4.A.2.a.3.I01.D01,Examine marketing materials to ensure compliance with policies or regulations.,2
4.A.2.a.3.I01.D02,Examine documents to verify adherence to requirements.,2
4.A.2.a.3.I01.D03,Examine product information to ensure compliance with regulations.,2
4.A.2.a.3.I01.D04,Review documents or materials for compliance with policies or regulations.,2
4.A.2.a.3.I01.D05,Review license or permit applications.,2
4.A.2.a.3.I01.D06,Verify shipping documentation.,2
4.A.2.a.3.I01.D07,"Review environmental permits, plans, or reports.",2
4.A.2.a.3.I01.D08,"Proofread documents, records, or other files to ensure accuracy.",1
4.A.2.a.3.I01.D09,Review plans or proposals for environmental conservation.,2
4.A.2.a.3.I02.D01,Assess compliance with environmental laws.,2
4.A.2.a.3.I02.D02,Evaluate green operations or programs for compliance with standards or regulations.,2
4.A.2.a.3.I02.D03,Conduct environmental audits.,2
4.A.2.a.3.I02.D04,Evaluate plans or specifications to determine technological or environmental implications.,2
4.A.2.a.3.I03.D01,Conduct financial or regulatory audits.,2
4.A.2.a.3.I03.D02,Examine financial records.,2
4.A.2.a.3.I03.D03,Examine financial records or processes.,2
4.A.2.a.3.I03.D04,Review customer insurance information.,2
4.A.2.a.3.I03.D05,Examine financial records to ensure compliance with policies or regulations.,2
4.A.2.a.3.I04.D01,Protect patients or staff members using safety equipment.,2
4.A.2.a.3.I04.D02,Follow protocols or regulations for healthcare activities.,2
4.A.2.a.4.I01.D01,Locate natural resources using geospatial or other environmental data.,2
4.A.2.a.4.I01.D02,Determine geographic coordinates.,2
4.A.2.a.4.I01.D03,Analyze geological samples.,2
4.A.2.a.4.I01.D04,Analyze environmental data.,2
4.A.2.a.4.I01.D05,Analyze geological or geographical data.,2
4.A.2.a.4.I01.D06,Analyze Geographic Information Systems (GIS) data for use in green applications.,3
4.A.2.a.4.I01.D07,"Analyze physical, survey, or geographic data.",2
4.A.2.a.4.I02.D01,Estimate demand for products or services.,3
4.A.2.a.4.I02.D02,Analyze industry trends.,1
4.A.2.a.4.I02.D03,"Forecast economic, political, or social trends.",2
4.A.2.a.4.I02.D04,Analyze market conditions or trends.,2
4.A.2.a.4.I02.D05,Analyze website or related online data to track trends or usage.,2
4.A.2.a.4.I02.D06,Analyze market or customer related data.,2
4.A.2.a.4.I02.D07,Analyze consumer trends.,2
4.A.2.a.4.I02.D08,Analyze market research data.,2
4.A.2.a.4.I03.D01,Assess risks to business operations.,3
4.A.2.a.4.I03.D02,Analyze risks related to investments in green technology.,3
4.A.2.a.4.I03.D03,Analyze risks to minimize losses or damages.,2
4.A.2.a.4.I04.D01,Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.,2
4.A.2.a.4.I04.D02,Analyze data to identify trends or relationships among variables.,2
4.A.2.a.4.I05.D01,Evaluate technical data to determine effect on designs or plans.,2
4.A.2.a.4.I05.D02,Analyze design requirements for computer or electronics systems.,2
4.A.2.a.4.I05.D03,Evaluate designs or specifications to ensure quality.,2
4.A.2.a.4.I05.D04,Analyze green technology design requirements.,2
4.A.2.a.4.I05.D05,Analyze project data to determine specifications or requirements.,2
4.A.2.a.4.I05.D06,Analyze design or requirements information for mechanical equipment or systems.,2
4.A.2.a.4.I05.D07,Evaluate environmental or sustainability projects.,2
4.A.2.a.4.I05.D08,Analyze costs and benefits of proposed designs or projects.,2
4.A.2.a.4.I06.D01,Analyze health-related data.,2
4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.,2
4.A.2.a.4.I06.D03,Analyze test data or images to inform diagnosis or treatment.,2
4.A.2.a.4.I06.D04,Analyze medical data to determine cause of death.,2
4.A.2.a.4.I06.D05,Calculate numerical data for medical activities.,2
4.A.2.a.4.I06.D06,Analyze quantitative data to determine effectiveness of treatments or therapies.,2
4.A.2.a.4.I07.D01,Calculate data to inform organizational operations.,3
4.A.2.a.4.I07.D02,Analyze operational or research data.,2
4.A.2.a.4.I07.D03,"Analyze operational data to evaluate operations, processes or products.",3
4.A.2.a.4.I07.D04,Evaluate energy production data.,2
4.A.2.a.4.I07.D05,Interpret research or operational data.,3
4.A.2.a.4.I07.D06,Model operational processes.,3
4.A.2.a.4.I07.D07,Analyze logistics processes.,3
4.A.2.a.4.I07.D08,Analyze forecasting data to improve business decisions.,3
4.A.2.a.4.I07.D09,Analyze data to assess operational or project effectiveness.,3
4.A.2.a.4.I07.D10,"Analyze jobs using observation, survey, or interview techniques.",2
4.A.2.a.4.I07.D11,Analyze data to inform personnel decisions.,3
4.A.2.a.4.I07.D12,Analyze data to inform operational decisions or activities.,3
4.A.2.a.4.I07.D13,Evaluate logistics methods to reduce environmental impact.,2
4.A.2.a.4.I07.D14,Analyze data to identify or resolve operational problems.,3
4.A.2.a.4.I07.D15,Analyze shipping information to make routing decisions.,3
4.A.2.a.4.I07.D16,Analyze traffic data.,2
4.A.2.a.4.I07.D17,Analyze energy usage data.,2
4.A.2.a.4.I08.D01,Identify implications for cases from legal precedents or other legal information.,2
4.A.2.a.4.I09.D01,Appraise environmental impact of regulations or policies.,2
4.A.2.a.4.I09.D02,Analyze environmental regulations to ensure organizational compliance.,2
4.A.2.a.4.I09.D03,Analyze impact of legal or regulatory changes.,2
4.A.2.a.4.I09.D04,Evaluate applicable laws and regulations to determine impact on organizational activities.,3
4.A.2.a.4.I10.D01,Analyze laboratory specimens to detect abnormalities or other problems.,2
4.A.2.a.4.I10.D02,Analyze forensic evidence to solve crimes.,2
4.A.2.a.4.I10.D03,Analyze crime scene evidence.,2
4.A.2.a.4.I10.D04,Analyze laboratory findings.,2
4.A.2.a.4.I10.D05,Analyze biological samples.,2
4.A.2.a.4.I10.D06,Analyze chemical compounds or substances.,2
4.A.2.a.4.I11.D01,Analyze budgetary or accounting data.,2
4.A.2.a.4.I11.D02,Analyze financial information.,2
4.A.2.a.4.I11.D03,Apply mathematical models of financial or business conditions.,3
4.A.2.a.4.I11.D04,Analyze business or financial data.,2
4.A.2.a.4.I11.D05,Analyze financial records to improve budgeting or planning.,3
4.A.2.a.4.I11.D06,Analyze financial records or reports to determine state of operations.,2
4.A.2.a.4.I11.D07,Analyze financial records to improve efficiency.,3
4.A.2.a.4.I12.D01,Conduct quantitative failure analyses of operational data.,3
4.A.2.a.4.I12.D02,"Analyze security of systems, network, or data.",3
4.A.2.a.4.I12.D03,Interpret design or operational test results.,3
4.A.2.a.4.I12.D04,Analyze test or validation data.,2
4.A.2.a.4.I12.D05,Analyze test or performance data to assess equipment operation.,3
4.A.2.b.1.I01.D01,"Estimate costs of products, services, or materials.",2
4.A.2.b.1.I01.D02,Determine the value of goods or services.,2
4.A.2.b.1.I01.D03,Estimate costs or terms of sales.,2
4.A.2.b.1.I01.D04,Determine prices for menu items.,2
4.A.2.b.1.I01.D05,Calculate shipping costs.,2
4.A.2.b.1.I01.D06,Estimate costs of goods or services.,2
4.A.2.b.1.I01.D07,Calculate costs of goods or services.,2
4.A.2.b.1.I02.D01,Determine causes of operational problems or failures.,3
4.A.2.b.1.I02.D02,Troubleshoot equipment or systems operation problems.,3
4.A.2.b.1.I02.D03,Diagnose equipment malfunctions.,2
4.A.2.b.1.I03.D01,Authorize construction activities.,3
4.A.2.b.1.I03.D02,Authorize financial actions.,3
4.A.2.b.1.I03.D03,Authorize payments to settle legal disputes.,3
4.A.2.b.1.I03.D04,Approve expenditures.,2
4.A.2.b.1.I04.D01,Determine metal or plastic production methods.,2
4.A.2.b.1.I04.D02,Determine appropriate locations for operations or installations.,2
4.A.2.b.1.I04.D03,Determine operational methods.,3
4.A.2.b.1.I04.D04,Determine operational procedures.,3
4.A.2.b.1.I04.D05,Determine methods to minimize environmental impact of activities.,2
4.A.2.b.1.I04.D06,Determine food production methods.,3
4.A.2.b.1.I04.D07,Determine forestry techniques or methods.,2
4.A.2.b.1.I04.D08,Determine construction project layouts.,2
4.A.2.b.1.I04.D09,Determine production equipment settings.,3
4.A.2.b.1.I04.D10,Determine appropriate methods for data analysis.,2
4.A.2.b.1.I04.D11,Determine protocols for medical procedures.,3
4.A.2.b.1.I04.D12,Choose optimal transportation routes or speeds.,2
4.A.2.b.1.I04.D13,Determine technical requirements of productions or projects.,3
4.A.2.b.1.I05.D01,Make decisions in legal cases.,2
4.A.2.b.1.I05.D02,Rule on admissibility of legal proceedings.,2
4.A.2.b.1.I06.D01,Diagnose dental conditions.,1
4.A.2.b.1.I06.D02,Diagnose medical conditions.,2
4.A.2.b.1.I06.D03,Diagnose neural or psychological disorders.,1
4.A.2.b.1.I07.D01,Edit written materials.,2
4.A.2.b.1.I07.D02,Edit documents.,2
4.A.2.b.1.I08.D01,Estimate technical or resource requirements for development or production projects.,3
4.A.2.b.1.I08.D02,Identify information technology project resource requirements.,2
4.A.2.b.1.I08.D03,Estimate labor requirements.,2
4.A.2.b.1.I08.D04,"Calculate specific material, equipment, or labor requirements for production.",3
4.A.2.b.1.I08.D05,Determine resource needs.,2
4.A.2.b.1.I08.D06,"Estimate labor or resource requirements for forestry, fishing, or agricultural operations.",2
4.A.2.b.1.I08.D07,"Estimate supplies, ingredients, or staff requirements for food preparation activities.",2
4.A.2.b.1.I08.D08,Estimate cost or material requirements.,2
4.A.2.b.1.I08.D09,Estimate material requirements for production.,2
4.A.2.b.1.I08.D10,Estimate time requirements for development or production projects.,2
4.A.2.b.1.I08.D11,"Determine types of equipment, tools, or materials needed for jobs.",2
4.A.2.b.1.I08.D12,Estimate materials requirements for projects.,2
4.A.2.b.1.I08.D13,Calculate requirements for equipment installation or repair projects.,2
4.A.2.b.1.I08.D14,Estimate construction project labor requirements.,3
4.A.2.b.1.I09.D01,Implement organizational process or policy changes.,3
4.A.2.b.1.I09.D02,Implement transportation changes to reduce environmental impact.,3
4.A.2.b.1.I09.D03,Apply new technologies to improve work processes.,3
4.A.2.b.1.I09.D04,Implement advertising or marketing initiatives.,2
4.A.2.b.1.I09.D05,Implement financial decisions.,3
4.A.2.b.1.I09.D06,Implement design or process improvements.,3
4.A.2.b.1.I10.D01,"Select tools, equipment, or technologies for use in operations or projects.",2
4.A.2.b.1.I10.D02,Select project materials.,2
4.A.2.b.1.I10.D03,Select materials or props.,2
4.A.2.b.1.I10.D04,"Select equipment, materials, or supplies for cleaning or maintenance activities.",2
4.A.2.b.1.I10.D05,Select production input materials.,2
4.A.2.b.1.I10.D06,Select production equipment according to product specifications.,2
4.A.2.b.1.I10.D07,Select construction materials.,2
4.A.2.b.1.I10.D08,Select medical equipment for addressing patient needs.,2
4.A.2.b.1.I10.D09,Select construction equipment.,2
4.A.2.b.1.I10.D10,Select educational materials or equipment.,2
4.A.2.b.1.I10.D11,Select resources needed to accomplish tasks.,2
4.A.2.b.1.I11.D01,Edit audio or video recordings.,2
4.A.2.b.1.I11.D02,Mix sound inputs.,2
4.A.2.b.2.I01.D01,Develop treatment plans for patients or clients.,2
4.A.2.b.2.I01.D02,Develop medical treatment plans.,2
4.A.2.b.2.I01.D03,Develop exercise or conditioning programs.,2
4.A.2.b.2.I01.D04,Develop patient therapy programs.,2
4.A.2.b.2.I01.D05,Modify treatment plans to accommodate client needs.,3
4.A.2.b.2.I01.D06,Develop treatment plans that use non-medical therapies.,2
4.A.2.b.2.I01.D07,Establish treatment goals.,2
4.A.2.b.2.I02.D01,Develop software or computer applications.,2
4.A.2.b.2.I02.D02,Develop computer or information systems.,3
4.A.2.b.2.I02.D03,Design computer modeling or simulation programs.,3
4.A.2.b.2.I02.D04,Develop computer or online applications.,2
4.A.2.b.2.I02.D05,Design integrated computer systems.,3
4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.,3
4.A.2.b.2.I02.D07,Modify software programs to improve performance.,3
4.A.2.b.2.I02.D08,Design websites or web applications.,2
4.A.2.b.2.I02.D09,Design video game features or details.,3
4.A.2.b.2.I02.D10,Design software applications.,2
4.A.2.b.2.I02.D11,Design healthcare-related software applications.,3
4.A.2.b.2.I02.D12,Apply information technology to solve business or other applied problems.,3
4.A.2.b.2.I03.D01,Develop business or market strategies.,3
4.A.2.b.2.I03.D02,Develop marketing plans or strategies for environmental initiatives.,3
4.A.2.b.2.I03.D03,Develop marketing plans or strategies.,2
4.A.2.b.2.I03.D04,Develop promotional strategies for religious organizations.,3
4.A.2.b.2.I03.D05,Develop promotional strategies or plans.,2
4.A.2.b.2.I04.D01,Create new recipes or food presentations.,2
4.A.2.b.2.I04.D02,Plan menu options.,2
4.A.2.b.2.I05.D01,Develop healthcare quality and safety procedures.,3
4.A.2.b.2.I05.D02,"Develop safety standards, policies, or procedures.",3
4.A.2.b.2.I05.D03,Establish rules or policies governing student behavior.,2
4.A.2.b.2.I05.D04,Develop fire safety or prevention programs or plans.,2
4.A.2.b.2.I06.D01,Develop database parameters or specifications.,3
4.A.2.b.2.I06.D02,Develop technical or scientific databases.,3
4.A.2.b.2.I06.D03,Develop library or archival databases.,3
4.A.2.b.2.I06.D04,Create databases to store electronic data.,2
4.A.2.b.2.I07.D01,Determine design criteria or specifications.,2
4.A.2.b.2.I07.D02,Develop specifications for new products or processes.,3
4.A.2.b.2.I07.D03,Develop specifications or procedures for website development or maintenance.,3
4.A.2.b.2.I07.D04,Develop technical specifications for systems or equipment.,3
4.A.2.b.2.I07.D05,Develop specifications for computer network operation.,3
4.A.2.b.2.I07.D06,Determine operational criteria or specifications.,3
4.A.2.b.2.I07.D07,Develop performance metrics or standards related to information technology.,3
4.A.2.b.2.I08.D01,Plan natural resources conservation or restoration programs.,2
4.A.2.b.2.I08.D02,Develop environmental remediation or protection plans.,2
4.A.2.b.2.I08.D03,Develop environmental sustainability plans or projects.,2
4.A.2.b.2.I08.D04,Develop plans to manage natural or renewable resources.,2
4.A.2.b.2.I09.D01,Develop financial plans for clients.,2
4.A.2.b.2.I09.D02,Develop financial or business plans.,2
4.A.2.b.2.I10.D01,Develop health assessment methods or programs.,2
4.A.2.b.2.I10.D02,Develop tools to diagnose or assess needs.,3
4.A.2.b.2.I11.D01,Plan facility layouts or designs.,3
4.A.2.b.2.I11.D02,Incorporate green features into the design of structures or facilities.,2
4.A.2.b.2.I11.D03,Design civil structures or systems.,2
4.A.2.b.2.I11.D04,Design structures or facilities.,2
4.A.2.b.2.I11.D05,Design furniture.,2
4.A.2.b.2.I12.D01,Develop promotional materials.,2
4.A.2.b.2.I12.D02,Create marketing materials.,2
4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.,2
4.A.2.b.2.I13.D01,Design templates or patterns.,2
4.A.2.b.2.I13.D02,Design materials for industrial or commercial applications.,2
4.A.2.b.2.I13.D03,"Design micro- or nano-scale materials, devices, or systems.",2
4.A.2.b.2.I13.D04,Design medical devices or appliances.,2
4.A.2.b.2.I14.D01,Design industrial processing systems.,3
4.A.2.b.2.I14.D02,Develop equipment or component configurations.,3
4.A.2.b.2.I14.D03,Design industrial equipment.,2
4.A.2.b.2.I14.D04,Design energy production or management equipment or systems.,3
4.A.2.b.2.I14.D05,"Design tools, fixtures, or other devices for production equipment.",3
4.A.2.b.2.I14.D06,Design control systems for mechanical or other equipment.,3
4.A.2.b.2.I15.D01,Establish work standards.,3
4.A.2.b.2.I15.D02,Design psychological or educational treatment procedures or programs.,3
4.A.2.b.2.I15.D03,Develop instructional objectives.,2
4.A.2.b.2.I15.D04,Plan experiential learning activities.,2
4.A.2.b.2.I15.D05,Establish operational policies.,4
4.A.2.b.2.I15.D06,Plan educational activities.,2
4.A.2.b.2.I15.D07,Develop strategies or programs for students with special needs.,2
4.A.2.b.2.I15.D08,Develop educational programs.,2
4.A.2.b.2.I15.D09,Develop educational or training programs.,2
4.A.2.b.2.I15.D10,"Develop educational goals, standards, policies, or procedures.",2
4.A.2.b.2.I15.D11,Develop educational policies.,3
4.A.2.b.2.I16.D01,Design water conservation systems.,2
4.A.2.b.2.I16.D02,Apply knowledge or research findings to address environmental problems.,2
4.A.2.b.2.I16.D03,Protect wildlife or natural areas.,1
4.A.2.b.2.I16.D04,Design environmental control systems.,3
4.A.2.b.2.I16.D05,Design energy-efficient vehicles or vehicle components.,2
4.A.2.b.2.I16.D06,Design alternative energy systems.,2
4.A.2.b.2.I16.D07,Design systems to reduce harmful emissions.,3
4.A.2.b.2.I16.D08,Design energy-efficient equipment or systems.,2
4.A.2.b.2.I17.D01,Plan programs to address community mental wellness needs.,2
4.A.2.b.2.I17.D02,Plan programs to address community health issues.,2
4.A.2.b.2.I17.D03,Design public or employee health programs.,2
4.A.2.b.2.I18.D01,Prepare drawings or diagrams of products or services.,2
4.A.2.b.2.I18.D02,Prepare production storyboards.,2
4.A.2.b.2.I18.D03,Create graphical representations of civil structures.,2
4.A.2.b.2.I18.D04,"Create images of data, locations, or products.",2
4.A.2.b.2.I18.D05,Create electrical schematics.,2
4.A.2.b.2.I18.D06,Create graphical representations of energy production systems.,2
4.A.2.b.2.I18.D07,Create construction or installation diagrams.,2
4.A.2.b.2.I18.D08,Create schematic drawings for electronics.,2
4.A.2.b.2.I18.D09,"Design layout of art or product exhibits, displays, or promotional materials.",2
4.A.2.b.2.I18.D10,Create diagrams or blueprints for workpieces or products.,2
4.A.2.b.2.I18.D11,Prepare maps.,2
4.A.2.b.2.I18.D12,Design layouts for print publications.,2
4.A.2.b.2.I18.D13,Develop diagrams or flow charts of system operation.,3
4.A.2.b.2.I18.D14,Prepare graphics or other visual representations of information.,2
4.A.2.b.2.I18.D15,Draw detailed or technical illustrations.,2
4.A.2.b.2.I18.D16,Create graphical representations of structures or landscapes.,2
4.A.2.b.2.I18.D17,Create computer-generated graphics or animation.,2
4.A.2.b.2.I18.D18,Create graphical representations of mechanical equipment.,2
4.A.2.b.2.I18.D19,Create maps.,2
4.A.2.b.2.I18.D20,Create images or other visual displays.,2
4.A.2.b.2.I18.D21,Create graphical representations of industrial production systems.,3
4.A.2.b.2.I19.D01,Develop emergency procedures.,3
4.A.2.b.2.I19.D02,Maintain contingency plans for disaster recovery.,3
4.A.2.b.2.I19.D03,Develop contingency plans to deal with organizational emergencies.,3
4.A.2.b.2.I19.D04,Develop emergency response plans or procedures.,3
4.A.2.b.2.I20.D01,"Develop operating strategies, plans, or procedures for green or sustainable operations.",3
4.A.2.b.2.I20.D02,Develop sustainable business strategies or practices.,3
4.A.2.b.2.I20.D03,Develop sustainable organizational policies or practices.,3
4.A.2.b.2.I20.D04,Develop sustainable industrial or development methods.,3
4.A.2.b.2.I20.D05,Develop operational methods or processes that use green materials or emphasize sustainability.,3
4.A.2.b.2.I21.D01,Create models of engineering designs or methods.,2
4.A.2.b.2.I21.D02,Develop models of information or communications systems.,3
4.A.2.b.2.I21.D03,Create physical models or prototypes.,2
4.A.2.b.2.I22.D01,Analyze information obtained from news sources.,2
4.A.2.b.2.I22.D02,Determine presentation subjects or content.,2
4.A.2.b.2.I23.D01,Devise research or testing protocols.,3
4.A.2.b.2.I23.D02,Develop biological research methods.,2
4.A.2.b.2.I23.D03,Develop methods of social or economic research.,2
4.A.2.b.2.I23.D04,Design research studies to obtain scientific information.,2
4.A.2.b.2.I23.D05,Plan biological research.,2
4.A.2.b.2.I23.D06,Plan environmental research.,2
4.A.2.b.2.I23.D07,Develop environmental research methods.,2
4.A.2.b.2.I23.D08,Plan social sciences research.,2
4.A.2.b.2.I24.D01,Design electromechanical equipment or systems.,2
4.A.2.b.2.I24.D02,Design electrical equipment or systems.,2
4.A.2.b.2.I24.D03,Design electronic or computer equipment or instrumentation.,2
4.A.2.b.2.I25.D01,"Create musical compositions, arrangements or scores.",2
4.A.2.b.2.I25.D02,Design costumes or cosmetic effects for characters.,2
4.A.2.b.2.I25.D03,Choreograph dances.,2
4.A.2.b.2.I25.D04,Design jewelry or decorative objects.,2
4.A.2.b.2.I25.D05,"Develop artistic or design concepts for decoration, exhibition, or commercial purposes.",2
4.A.2.b.2.I26.D01,Develop theories or models of physical phenomena.,2
4.A.2.b.2.I26.D02,Develop mathematical models of environmental conditions.,2
4.A.2.b.2.I26.D03,Develop scientific or mathematical models.,2
4.A.2.b.2.I26.D04,Develop theories or models of social phenomena.,1
4.A.2.b.2.I27.D01,Develop program goals or plans.,2
4.A.2.b.2.I27.D02,Develop organizational goals or objectives.,3
4.A.2.b.2.I27.D03,Develop plans for programs or services.,2
4.A.2.b.3.I01.D01,Review professional literature to maintain professional knowledge.,1
4.A.2.b.3.I01.D02,Maintain professional social services knowledge.,2
4.A.2.b.3.I01.D03,Stay informed about current developments in field of specialization.,1
4.A.2.b.3.I01.D04,Attend events to develop professional knowledge.,1
4.A.2.b.3.I01.D05,Maintain current knowledge related to work activities.,2
4.A.2.b.3.I01.D06,Update knowledge of legal or regulatory environments.,2
4.A.2.b.3.I01.D07,Update knowledge about emerging industry or technology trends.,1
4.A.2.b.3.I01.D08,Maintain knowledge of current developments in area of expertise.,1
4.A.2.b.3.I01.D09,Attend conferences or workshops to maintain professional knowledge.,1
4.A.2.b.3.I01.D10,Research topics in area of expertise.,2
4.A.2.b.3.I01.D11,Update job related knowledge or skills.,2
4.A.2.b.3.I01.D12,Maintain medical or professional knowledge.,2
4.A.2.b.3.I01.D13,"Conduct research to inform art, designs, or other work.",2
4.A.2.b.3.I01.D14,Attend training to learn new skills or update knowledge.,2
4.A.2.b.3.I01.D15,Maintain knowledge of laws or regulations.,2
4.A.2.b.3.I01.D16,Maintain professional knowledge or certifications.,1
4.A.2.b.3.I01.D17,Maintain knowledge of business operations.,3
4.A.2.b.3.I01.D18,Attend training sessions or professional meetings to develop or maintain professional knowledge.,1
4.A.2.b.3.I01.D19,Attend educational events to update medical knowledge.,1
4.A.2.b.3.I01.D20,Update technical knowledge.,2
4.A.2.b.3.I01.D21,Update professional knowledge.,1
4.A.2.b.3.I01.D22,Study product information to acquire professional knowledge.,2
4.A.2.b.3.I01.D23,Review laws or regulations to maintain professional knowledge.,1
4.A.2.b.4.I01.D01,Develop organizational policies or programs.,4
4.A.2.b.4.I01.D02,"Develop operating strategies, plans, or procedures.",3
4.A.2.b.4.I01.D03,Establish organizational guidelines or policies.,3
4.A.2.b.4.I01.D04,Develop organizational methods or procedures.,3
4.A.2.b.4.I01.D05,Establish business management methods.,3
4.A.2.b.4.I01.D06,Determine pricing or monetary policies.,3
4.A.2.b.4.I02.D01,Draft legislation or regulations.,2
4.A.2.b.4.I03.D01,Develop procedures for data management.,3
4.A.2.b.4.I03.D02,Establish nursing policies or standards.,3
4.A.2.b.4.I03.D03,Develop information communication procedures.,3
4.A.2.b.4.I03.D04,Develop business or financial information systems.,3
4.A.2.b.4.I03.D05,"Develop policies or procedures for archives, museums or libraries.",3
4.A.2.b.4.I03.D06,Develop financial analysis methods.,3
4.A.2.b.4.I03.D07,Establish standards for medical care.,3
4.A.2.b.4.I03.D08,Develop guidelines for system implementation.,3
4.A.2.b.4.I03.D09,Develop computer or information security policies or procedures.,3
4.A.2.b.4.I03.D10,Develop data analysis or data management procedures.,3
4.A.2.b.4.I03.D11,Develop technical processes to improve the efficiency of biofuel production.,3
4.A.2.b.4.I03.D12,Develop new or advanced products or production methods.,3
4.A.2.b.4.I03.D13,Develop procedures to evaluate organizational activities.,3
4.A.2.b.4.I03.D14,Develop technical methods or processes.,3
4.A.2.b.4.I03.D15,Develop testing routines or procedures.,3
4.A.2.b.4.I03.D16,Develop procedures for data entry or processing.,3
4.A.2.b.4.I03.D17,"Establish standards for products, processes, or procedures.",3
4.A.2.b.4.I03.D18,Develop agricultural methods.,2
4.A.2.b.5.I01.D01,Arrange facility schedules.,3
4.A.2.b.5.I01.D02,Schedule dining reservations.,1
4.A.2.b.5.I01.D03,Schedule medical facility use.,3
4.A.2.b.5.I01.D04,Schedule activities or facility use.,2
4.A.2.b.5.I02.D01,Schedule product or material transportation.,2
4.A.2.b.5.I02.D02,Arrange maintenance activities.,2
4.A.2.b.5.I02.D03,Schedule instructional activities.,2
4.A.2.b.5.I02.D04,Schedule equipment maintenance.,2
4.A.2.b.5.I02.D05,Schedule agricultural or forestry work.,2
4.A.2.b.5.I02.D06,"Schedule repair, installation or maintenance activities.",2
4.A.2.b.5.I02.D07,Schedule operational activities.,2
4.A.2.b.5.I03.D01,Schedule appointments.,2
4.A.2.b.5.I03.D02,Schedule patient procedures or appointments.,2
4.A.2.b.5.I03.D03,Schedule appointments with prospective customers.,2
4.A.2.b.6.I01.D01,Plan special events.,2
4.A.2.b.6.I01.D02,"Plan conferences, programs, or special events.",2
4.A.2.b.6.I01.D04,Plan implementation or promotion of recycling programs.,2
4.A.2.b.6.I01.D05,Plan community programs or activities for the general public.,2
4.A.2.b.6.I02.D01,"Plan layout of construction, installation, or repairs.",2
4.A.2.b.6.I02.D02,Plan work procedures.,2
4.A.2.b.6.I02.D03,Plan work operations.,3
4.A.2.b.6.I02.D04,Plan flight operations.,2
4.A.2.b.6.I02.D05,Adjust routes or speeds as necessary.,2
4.A.2.b.6.I02.D06,Plan trapping or hunting activities.,2
4.A.2.b.6.I02.D07,Prepare detailed work plans.,3
4.A.2.b.6.I02.D08,Develop detailed project plans.,3
4.A.2.b.6.I02.D09,Plan production or operational procedures or sequences.,3
4.A.3.a.1.I01.D01,Prepare compounds or solutions to be used for repairs.,2
4.A.3.a.1.I01.D02,Mix ingredients to create specific finishes.,3
4.A.3.a.1.I01.D03,Mix ingredients.,1
4.A.3.a.1.I01.D04,Mix substances or compounds needed for work activities.,2
4.A.3.a.1.I01.D05,Prepare chemicals for work application.,2
4.A.3.a.1.I01.D06,Prepare materials or solutions for animal or plant use.,2
4.A.3.a.1.I01.D07,Prepare medications or medical solutions.,2
4.A.3.a.1.I01.D08,Mix substances to create chemical solutions.,2
4.A.3.a.1.I02.D01,Operate firefighting equipment.,2
4.A.3.a.1.I02.D02,Protect property from fire or water damage.,2
4.A.3.a.1.I02.D03,Perform forest firefighting activities.,2
4.A.3.a.1.I03.D01,Clean vessels or marine equipment.,2
4.A.3.a.1.I03.D02,"Clean food preparation areas, facilities, or equipment.",1
4.A.3.a.1.I03.D03,Clean furniture or fixtures.,1
4.A.3.a.1.I03.D04,Clean equipment or supplies.,1
